,day,krs_P0,krs_P1,krs_P2,krs_P3
1070,7.0,-0.0,-0.0,-0.0,-0.0
1071,8.0,-0.0,-0.0,-0.0,-0.0
1072,9.0,-0.0,-0.0,-0.0,-0.0
1073,10.0,-0.0,-0.0,-0.0,-0.0
1074,11.0,-0.0,-0.0,-0.0,-0.0
1075,12.0,-0.0,-0.0,-0.0,-0.0
1076,13.0,-0.0,-0.0,-0.0,-0.0
1077,14.0,-0.0,-0.0,-0.0,-0.0
1078,15.0,-0.0,-0.0,-0.0,-0.0
1079,16.0,-0.0,-0.0,-0.0,-0.0
1080,17.0,-0.0,-0.0,-0.0,-0.0
1081,18.0,-0.0,-0.0,-0.0,-0.0
1082,19.0,-0.0,-0.0,-0.0,-0.0
1083,20.0,-0.0,-0.0,-0.0,-0.0
1084,21.0,-0.0,-0.0,-0.0,-0.0
1085,22.0,-0.0,-0.0,-0.0,-0.0
1086,23.0,-0.0,-0.0,-0.0,-0.0
1087,24.0,-0.0,-0.0,-0.0,-0.0
1088,25.0,-0.0,-0.0,-0.0,-0.0
1089,26.0,-0.0,-0.0,-0.0,-0.0
1090,27.0,-0.0,-0.0,-0.0,-0.0
1091,28.0,-0.0,-0.0,-0.0,-0.0
1092,1.0,-0.0,-0.0,-0.0,-0.0
1093,2.0,-0.0,-0.0,-0.0,-0.0
1094,3.0,-0.0,-0.0,-0.0,-0.0
1095,4.0,-0.0,-0.0,-0.0,-0.0
1096,5.0,-0.0,-0.0,-0.0,-0.0
1097,6.0,-0.0,-0.0,-0.0,-0.0
1098,7.0,-0.0,-0.0,-0.0,-0.0
1099,8.0,-0.0,-0.0,-0.0,-0.0
1100,9.0,-0.0,-0.0,-0.0,-0.0
1101,10.0,-0.0,-0.0,-0.0,-0.0
1102,11.0,-0.0,-0.0,-0.0,-0.0
1103,12.0,-0.0,-0.0,-0.0,-0.0
1104,13.0,-0.0,-0.0,-0.0,-0.0
1105,14.0,-0.0,-0.0,-0.0,-0.0
1106,15.0,-0.0,-0.0,-0.0,-0.0
1107,16.0,-0.0,-0.0,-0.0,-0.0
1108,17.0,-0.0,-0.0,-0.0,-0.0
1109,18.0,-0.0,-0.0,-0.0,-0.0
1110,19.0,-0.0,-0.0,-0.0,-0.0
1111,20.0,-0.0,-0.0,-0.0,-0.0
1112,21.0,-0.0,-0.0,-0.0,-0.0
1113,22.0,-0.0,-0.0,-0.0,-0.0
1114,23.0,-0.0,-0.0,-0.0,-0.0
1115,24.0,-0.0,-0.0,-0.0,-0.0
1116,25.0,-0.0,-0.0,-0.0,-0.0
1117,26.0,-0.0,-0.0,-0.0,-0.0
1118,27.0,-0.0,-0.0,-0.0,-0.0
1119,28.0,-0.0,-0.0,-0.0,-0.0
1120,1.0,-0.0,-0.0,-0.0,-0.0
1121,2.0,-0.0,-0.0,-0.0,-0.0
1122,3.0,-0.0,-0.0,-0.0,-0.0
1123,4.0,-0.0,-0.0,-0.0,-0.0
1124,5.0,-0.0,-0.0,-0.0,-0.0
1125,6.0,-0.0,-0.0,-0.0,-0.0
1126,7.0,-0.0,-0.0,-0.0,-0.0
1127,8.0,-0.0,-0.0,-0.0,-0.0
1128,9.0,-0.0,-0.0,-0.0,-0.0
1129,10.0,-0.0,-0.0,-0.0,-0.0
1130,11.0,-0.0,-0.0,-0.0,-0.0
1131,12.0,-0.0,-0.0,-0.0,-0.0
1132,13.0,-0.0,-0.0,-0.0,-0.0
1133,14.0,-0.0,-0.0,-0.0,-0.0
1134,15.0,-0.0,-0.0,-0.0,-0.0
1135,16.0,-0.0,-0.0,-0.0,-0.0
1136,17.0,-0.0,-0.0,-0.0,-0.0
1137,18.0,-0.0,-0.0,-0.0,-0.0
1138,19.0,-0.0,-0.0,-0.0,-0.0
1139,20.0,-0.0,-0.0,-0.0,-0.0
1140,21.0,-0.0,-0.0,-0.0,-0.0
1141,22.0,-0.0,-0.0,-0.0,-0.0
1142,23.0,-0.0,-0.0,-0.0,-0.0
1143,24.0,-0.0,-0.0,-0.0,-0.0
1144,25.0,-0.0,-0.0,-0.0,-0.0
1145,26.0,-0.0,-0.0,-0.0,-0.0
1146,27.0,-0.0,-0.0,-0.0,-0.0
1147,28.0,-0.0,-0.0,-0.0,-0.0
1148,1.0,-0.0,-0.0,-0.0,-0.0
1149,2.0,-0.0,-0.0,-0.0,-0.0
1150,3.0,-0.0,-0.0,-0.0,-0.0
1151,4.0,-0.0,-0.0,-0.0,-0.0
1152,5.0,-0.0,-0.0,-0.0,-0.0
1153,6.0,-0.0,-0.0,-0.0,-0.0
1154,7.0,-0.0,-0.0,-0.0,-0.0
1155,8.0,-0.0,-0.0,-0.0,-0.0
1156,9.0,-0.0,-0.0,-0.0,-0.0
1157,10.0,-0.0,-0.0,-0.0,-0.0
1158,11.0,-0.0,-0.0,-0.0,-0.0
1159,12.0,-0.0,-0.0,-0.0,-0.0
1160,13.0,-0.0,-0.0,-0.0,-0.0
1161,14.0,-0.0,-0.0,-0.0,-0.0
1162,15.0,-0.0,-0.0,-0.0,-0.0
1163,16.0,-0.0,-0.0,-0.0,-0.0
1164,17.0,-0.0,-0.0,-0.0,-0.0
1165,18.0,-0.0,-0.0,-0.0,-0.0
1166,19.0,-0.0,-0.0,-0.0,-0.0
1167,20.0,-0.0,-0.0,-0.0,-0.0
1168,21.0,-0.0,-0.0,-0.0,-0.0
1169,22.0,-0.0,-0.0,-0.0,-0.0
1170,23.0,-0.0,-0.0,-0.0,-0.0
1171,24.0,-0.0,-0.0,-0.0,-0.0
1172,25.0,-0.0,-0.0,-0.0,-0.0
1173,26.0,-0.0,-0.0,-0.0,-0.0
1174,27.0,-0.0,-0.0,-0.0,-0.0
1175,28.0,-0.0,-0.0,-0.0,-0.0
1176,1.0,-0.0,-0.0,-0.0,-0.0
1177,2.0,-0.0,-0.0,-0.0,-0.0
1178,3.0,-0.0,-0.0,-0.0,-0.0
1179,4.0,-0.0,-0.0,-0.0,-0.0
1180,5.0,-0.0,-0.0,-0.0,-0.0
1181,6.0,-0.0,-0.0,-0.0,-0.0
1182,7.0,-0.0,-0.0,-0.0,-0.0
1183,8.0,-0.0,-0.0,-0.0,-0.0
1184,9.0,-0.0,-0.0,-0.0,-0.0
1185,10.0,-0.0,-0.0,-0.0,-0.0
1186,11.0,-0.0,-0.0,-0.0,-0.0
1187,12.0,-0.0,-0.0,-0.0,-0.0
1188,13.0,-0.0,-0.0,-0.0,-0.0
1189,14.0,-0.0,-0.0,-0.0,-0.0
1190,15.0,-0.0,-0.0,-0.0,-0.0
1191,16.0,-0.0,-0.0,-0.0,-0.0
1192,17.0,-0.0,-0.0,-0.0,-0.0
1193,18.0,-0.0,-0.0,-0.0,-0.0
1194,19.0,-0.0,-0.0,-0.0,-0.0
1195,20.0,-0.0,-0.0,-0.0,-0.0
1196,21.0,-0.0,-0.0,-0.0,-0.0
1197,22.0,-0.0,-0.0,-0.0,-0.0
1198,23.0,-0.0,-0.0,-0.0,-0.0
1199,24.0,-0.0,-0.0,-0.0,-0.0
1200,25.0,-0.0,-0.0,-0.0,-0.0
1201,26.0,-0.0,-0.0,-0.0,-0.0
1202,27.0,-0.0,-0.0,-0.0,-0.0
1203,28.0,-0.0,-0.0,-0.0,-0.0
1204,1.0,-0.0,-0.0,-0.0,-0.0
1205,2.0,-0.0,-0.0,-0.0,-0.0
1206,3.0,-0.0,-0.0,-0.0,-0.0
1207,4.0,-0.0,-0.0,-0.0,-0.0
1208,5.0,-0.0,-0.0,-0.0,-0.0
1209,6.0,-0.0,-0.0,-0.0,-0.0
1210,7.0,-0.0,-0.0,-0.0,-0.0
1211,8.0,-0.0,-0.0,-0.0,-0.0
1212,9.0,-0.0,-0.0,-0.0,-0.0
1213,10.0,-0.0,-0.0,-0.0,-0.0
1214,11.0,-0.0,-0.0,-0.0,-0.0
1215,12.0,-0.0,-0.0,-0.0,-0.0
1216,13.0,-0.0,-0.0,-0.0,-0.0
1217,14.0,-0.0,-0.0,-0.0,-0.0
1218,15.0,-0.0,-0.0,-0.0,-0.0
1219,16.0,-0.0,-0.0,-0.0,-0.0
1220,17.0,-0.0,-0.0,-0.0,-0.0
1221,18.0,-0.0,-0.0,-0.0,-0.0
1222,19.0,-0.0,-0.0,-0.0,-0.0
1223,20.0,-0.0,-0.0,-0.0,-0.0
1224,21.0,-0.0,-0.0,-0.0,-0.0
1225,22.0,-0.0,-0.0,-0.0,-0.0
1226,23.0,-0.0,-0.0,-0.0,-0.0
1227,24.0,-0.0,-0.0,-0.0,-0.0
1228,25.0,-0.0,-0.0,-0.0,-0.0
1229,26.0,-0.0,-0.0,-0.0,-0.0
1230,27.0,-0.0,-0.0,-0.0,-0.0
1231,28.0,-0.0,-0.0,-0.0,-0.0
1232,1.0,-0.0,-0.0,-0.0,-0.0
1233,2.0,-0.0,-0.0,-0.0,-0.0
1234,3.0,-0.0,-0.0,-0.0,-0.0
1235,4.0,-0.0,-0.0,-0.0,-0.0
1236,5.0,-0.0,-0.0,-0.0,-0.0
1237,6.0,-0.0,-0.0,-0.0,-0.0
1238,7.0,-0.0,-0.0,-0.0,-0.0
1239,8.0,-0.0,-0.0,-0.0,-0.0
1240,9.0,-0.0,-0.0,-0.0,-0.0
1241,10.0,-0.0,-0.0,-0.0,-0.0
1242,11.0,-0.0,-0.0,-0.0,-0.0
1243,12.0,-0.0,-0.0,-0.0,-0.0
1244,13.0,-0.0,-0.0,-0.0,-0.0
1245,14.0,-0.0,-0.0,-0.0,-0.0
1246,15.0,-0.0,-0.0,-0.0,-0.0
1247,16.0,-0.0,-0.0,-0.0,-0.0
1248,17.0,-0.0,-0.0,-0.0,-0.0
1249,18.0,-0.0,-0.0,-0.0,-0.0
1250,19.0,-0.0,-0.0,-0.0,-0.0
1251,20.0,-0.0,-0.0,-0.0,-0.0
1252,21.0,-0.0,-0.0,-0.0,-0.0
1253,22.0,-0.0,-0.0,-0.0,-0.0
1254,23.0,-0.0,-0.0,-0.0,-0.0
1255,24.0,-0.0,-0.0,-0.0,-0.0
1256,25.0,-0.0,-0.0,-0.0,-0.0
1257,26.0,-0.0,-0.0,-0.0,-0.0
1258,27.0,-0.0,-0.0,-0.0,-0.0
1259,28.0,-0.0,-0.0,-0.0,-0.0
1260,1.0,-0.0,-0.0,-0.0,-0.0
1261,2.0,-0.0,-0.0,-0.0,-0.0
1262,3.0,-0.0,-0.0,-0.0,-0.0
1263,4.0,-0.0,-0.0,-0.0,-0.0
1264,5.0,-0.0,-0.0,-0.0,-0.0
1265,6.0,-0.0,-0.0,-0.0,-0.0
1266,7.0,-0.0,-0.0,-0.0,-0.0
1267,8.0,-0.0,-0.0,-0.0,-0.0
1268,9.0,-0.0,-0.0,-0.0,-0.0
1269,10.0,-0.0,-0.0,-0.0,-0.0
1270,11.0,-0.0,-0.0,-0.0,-0.0
1271,12.0,-0.0,-0.0,-0.0,-0.0
1272,13.0,-0.0,-0.0,-0.0,-0.0
1273,14.0,-0.0,-0.0,-0.0,-0.0
1274,15.0,-0.0,-0.0,-0.0,-0.0
1275,16.0,-0.0,-0.0,-0.0,-0.0
1276,17.0,-0.0,-0.0,-0.0,-0.0
1277,18.0,-0.0,-0.0,-0.0,-0.0
1278,19.0,-0.0,-0.0,-0.0,-0.0
1279,20.0,-0.0,-0.0,-0.0,-0.0
1280,21.0,-0.0,-0.0,-0.0,-0.0
1281,22.0,-0.0,-0.0,-0.0,-0.0
1282,23.0,-0.0,-0.0,-0.0,-0.0
1283,24.0,-0.0,-0.0,-0.0,-0.0
1284,25.0,-0.0,-0.0,-0.0,-0.0
1285,26.0,-0.0,-0.0,-0.0,-0.0
1286,27.0,-0.0,-0.0,-0.0,-0.0
1287,28.0,-0.0,-0.0,-0.0,-0.0
1288,1.0,-0.0,-0.0,-0.0,-0.0
1289,2.0,-0.0,-0.0,-0.0,-0.0
1290,3.0,-0.0,-0.0,-0.0,-0.0
1291,4.0,-0.0,-0.0,-0.0,-0.0
1292,5.0,-0.0,-0.0,-0.0,-0.0
1293,6.0,-0.0,-0.0,-0.0,-0.0
1294,7.0,-0.0,-0.0,-0.0,-0.0
1295,8.0,-0.0,-0.0,-0.0,-0.0
1296,9.0,-0.0,-0.0,-0.0,-0.0
1297,10.0,-0.0,-0.0,-0.0,-0.0
1298,11.0,-0.0,-0.0,-0.0,-0.0
1299,12.0,-0.0,-0.0,-0.0,-0.0
1300,13.0,-0.0,-0.0,-0.0,-0.0
1301,14.0,-0.0,-0.0,-0.0,-0.0
1302,15.0,-0.0,-0.0,-0.0,-0.0
1303,16.0,-0.0,-0.0,-0.0,-0.0
1304,17.0,-0.0,-0.0,-0.0,-0.0
1305,18.0,-0.0,-0.0,-0.0,-0.0
1306,19.0,-0.0,-0.0,-0.0,-0.0
1307,20.0,-0.0,-0.0,-0.0,-0.0
1308,21.0,-0.0,-0.0,-0.0,-0.0
1309,22.0,-0.0,-0.0,-0.0,-0.0
1310,23.0,-0.0,-0.0,-0.0,-0.0
1311,24.0,-0.0,-0.0,-0.0,-0.0
1312,25.0,-0.0,-0.0,-0.0,-0.0
1313,26.0,-0.0,-0.0,-0.0,-0.0
1314,27.0,-0.0,-0.0,-0.0,-0.0
1315,28.0,-0.0,-0.0,-0.0,-0.0
1316,1.0,-0.0,-0.0,-0.0,-0.0
1317,2.0,-0.0,-0.0,-0.0,-0.0
1318,3.0,-0.0,-0.0,-0.0,-0.0
1319,4.0,-0.0,-0.0,-0.0,-0.0
1320,5.0,-0.0,-0.0,-0.0,-0.0
1321,6.0,-0.0,-0.0,-0.0,-0.0
1322,7.0,-0.0,-0.0,-0.0,-0.0
1323,8.0,-0.0,-0.0,-0.0,-0.0
1324,9.0,-0.0,-0.0,-0.0,-0.0
1325,10.0,-0.0,-0.0,-0.0,-0.0
1326,11.0,-0.0,-0.0,-0.0,-0.0
1327,12.0,-0.0,-0.0,-0.0,-0.0
1328,13.0,-0.0,-0.0,-0.0,-0.0
1329,14.0,-0.0,-0.0,-0.0,-0.0
1330,15.0,-0.0,-0.0,-0.0,-0.0
1331,16.0,-0.0,-0.0,-0.0,-0.0
1332,17.0,-0.0,-0.0,-0.0,-0.0
1333,18.0,-0.0,-0.0,-0.0,-0.0
1334,19.0,-0.0,-0.0,-0.0,-0.0
1335,20.0,-0.0,-0.0,-0.0,-0.0
1336,21.0,-0.0,-0.0,-0.0,-0.0
1337,22.0,-0.0,-0.0,-0.0,-0.0
1338,23.0,-0.0,-0.0,-0.0,-0.0
1339,24.0,-0.0,-0.0,-0.0,-0.0
1340,25.0,-0.0,-0.0,-0.0,-0.0
1341,26.0,-0.0,-0.0,-0.0,-0.0
1342,27.0,-0.0,-0.0,-0.0,-0.0
1343,28.0,-0.0,-0.0,-0.0,-0.0
1344,1.0,-0.0,-0.0,-0.0,-0.0
1345,2.0,-0.0,-0.0,-0.0,-0.0
1346,3.0,-0.0,-0.0,-0.0,-0.0
1347,4.0,-0.0,-0.0,-0.0,-0.0
1348,5.0,-0.0,-0.0,-0.0,-0.0
1349,6.0,-0.0,-0.0,-0.0,-0.0
1350,7.0,-0.0,-0.0,-0.0,-0.0
1351,8.0,-0.0,-0.0,-0.0,-0.0
1352,9.0,-0.0,-0.0,-0.0,-0.0
1353,10.0,-0.0,-0.0,-0.0,-0.0
1354,11.0,-0.0,-0.0,-0.0,-0.0
1355,12.0,-0.0,-0.0,-0.0,-0.0
1356,13.0,-0.0,-0.0,-0.0,-0.0
1357,14.0,-0.0,-0.0,-0.0,-0.0
1358,15.0,-0.0,-0.0,-0.0,-0.0
1359,16.0,-0.0,-0.0,-0.0,-0.0
1360,17.0,-0.0,-0.0,-0.0,-0.0
1361,18.0,-0.0,-0.0,-0.0,-0.0
1362,19.0,-0.0,-0.0,-0.0,-0.0
1363,20.0,-0.0,-0.0,-0.0,-0.0
1364,21.0,-0.0,-0.0,-0.0,-0.0
1365,22.0,-0.0,-0.0,-0.0,-0.0
1366,23.0,-0.0,-0.0,-0.0,-0.0
1367,24.0,-0.0,-0.0,-0.0,-0.0
1368,25.0,-0.0,-0.0,-0.0,-0.0
1369,26.0,-0.0,-0.0,-0.0,-0.0
1370,27.0,-0.0,-0.0,-0.0,-0.0
1371,28.0,-0.0,-0.0,-0.0,-0.0
1372,1.0,-0.0,-0.0,-0.0,-0.0
1373,2.0,-0.0,-0.0,-0.0,-0.0
1374,3.0,-0.0,-0.0,-0.0,-0.0
1375,4.0,-0.0,-0.0,-0.0,-0.0
1376,5.0,-0.0,-0.0,-0.0,-0.0
1377,6.0,-0.0,-0.0,-0.0,-0.0
1378,7.0,-0.0,-0.0,-0.0,-0.0
1379,8.0,-0.0,-0.0,-0.0,-0.0
1380,9.0,-0.0,-0.0,-0.0,-0.0
1381,10.0,-0.0,-0.0,-0.0,-0.0
1382,11.0,-0.0,-0.0,-0.0,-0.0
1383,12.0,-0.0,-0.0,-0.0,-0.0
1384,13.0,-0.0,-0.0,-0.0,-0.0
1385,14.0,-0.0,-0.0,-0.0,-0.0
1386,15.0,-0.0,-0.0,-0.0,-0.0
1387,16.0,-0.0,-0.0,-0.0,-0.0
1388,17.0,-0.0,-0.0,-0.0,-0.0
1389,18.0,-0.0,-0.0,-0.0,-0.0
1390,19.0,-0.0,-0.0,-0.0,-0.0
1391,20.0,-0.0,-0.0,-0.0,-0.0
1392,21.0,-0.0,-0.0,-0.0,-0.0
1393,22.0,-0.0,-0.0,-0.0,-0.0
1394,23.0,-0.0,-0.0,-0.0,-0.0
1395,24.0,-0.0,-0.0,-0.0,-0.0
1396,25.0,-0.0,-0.0,-0.0,-0.0
1397,26.0,-0.0,-0.0,-0.0,-0.0
1398,27.0,-0.0,-0.0,-0.0,-0.0
1399,28.0,-0.0,-0.0,-0.0,-0.0
1400,1.0,-0.0,-0.0,-0.0,-0.0
1401,2.0,-0.0,-0.0,-0.0,-0.0
1402,3.0,-0.0,-0.0,-0.0,-0.0
1403,4.0,-0.0,-0.0,-0.0,-0.0
1404,5.0,-0.0,-0.0,-0.0,-0.0
1405,6.0,-0.0,-0.0,-0.0,-0.0
1406,7.0,-0.0,-0.0,-0.0,-0.0
1407,8.0,-0.0,-0.0,-0.0,-0.0
1408,9.0,-0.0,-0.0,-0.0,-0.0
1409,10.0,-0.0,-0.0,-0.0,-0.0
1410,11.0,-0.0,-0.0,-0.0,-0.0
1411,12.0,-0.0,-0.0,-0.0,-0.0
1412,13.0,-0.0,-0.0,-0.0,-0.0
1413,14.0,-0.0,-0.0,-0.0,-0.0
1414,15.0,-0.0,-0.0,-0.0,-0.0
1415,16.0,-0.0,-0.0,-0.0,-0.0
1416,17.0,-0.0,-0.0,-0.0,-0.0
1417,18.0,-0.0,-0.0,-0.0,-0.0
1418,19.0,-0.0,-0.0,-0.0,-0.0
1419,20.0,-0.0,-0.0,-0.0,-0.0
1420,21.0,-0.0,-0.0,-0.0,-0.0
1421,22.0,-0.0,-0.0,-0.0,-0.0
1422,23.0,-0.0,-0.0,-0.0,-0.0
1423,24.0,-0.0,-0.0,-0.0,-0.0
1424,25.0,-0.0,-0.0,-0.0,-0.0
1425,26.0,-0.0,-0.0,-0.0,-0.0
1426,27.0,-0.0,-0.0,-0.0,-0.0
1427,28.0,-0.0,-0.0,-0.0,-0.0
1428,1.0,-0.0,-0.0,-0.0,-0.0
1429,2.0,-0.0,-0.0,-0.0,-0.0
1430,3.0,-0.0,-0.0,-0.0,-0.0
1431,4.0,-0.0,-0.0,-0.0,-0.0
1432,5.0,-0.0,-0.0,-0.0,-0.0
1433,6.0,-0.0,-0.0,-0.0,-0.0
1434,7.0,-0.0,-0.0,-0.0,-0.0
1435,8.0,-0.0,-0.0,-0.0,-0.0
1436,9.0,-0.0,-0.0,-0.0,-0.0
1437,10.0,-0.0,-0.0,-0.0,-0.0
1438,11.0,-0.0,-0.0,-0.0,-0.0
1439,12.0,-0.0,-0.0,-0.0,-0.0
1440,13.0,-0.0,-0.0,-0.0,-0.0
1441,14.0,-0.0,-0.0,-0.0,-0.0
1442,15.0,-0.0,-0.0,-0.0,-0.0
1443,16.0,-0.0,-0.0,-0.0,-0.0
1444,17.0,-0.0,-0.0,-0.0,-0.0
1445,18.0,-0.0,-0.0,-0.0,-0.0
1446,19.0,-0.0,-0.0,-0.0,-0.0
1447,20.0,-0.0,-0.0,-0.0,-0.0
1448,21.0,-0.0,-0.0,-0.0,-0.0
1449,22.0,-0.0,-0.0,-0.0,-0.0
1450,23.0,-0.0,-0.0,-0.0,-0.0
1451,24.0,-0.0,-0.0,-0.0,-0.0
1452,25.0,-0.0,-0.0,-0.0,-0.0
1453,26.0,-0.0,-0.0,-0.0,-0.0
1454,27.0,-0.0,-0.0,-0.0,-0.0
1455,28.0,-0.0,-0.0,-0.0,-0.0
1456,1.0,-0.0,-0.0,-0.0,-0.0
1457,2.0,-0.0,-0.0,-0.0,-0.0
1458,3.0,-0.0,-0.0,-0.0,-0.0
1459,4.0,-0.0,-0.0,-0.0,-0.0
1460,5.0,-0.0,-0.0,-0.0,-0.0
1461,6.0,-0.0,-0.0,-0.0,-0.0
1462,7.0,-0.0,-0.0,-0.0,-0.0
1463,8.0,-0.0,-0.0,-0.0,-0.0
1464,9.0,-0.0,-0.0,-0.0,-0.0
1465,10.0,-0.0,-0.0,-0.0,-0.0
1466,11.0,-0.0,-0.0,-0.0,-0.0
1467,12.0,-0.0,-0.0,-0.0,-0.0
1468,13.0,-0.0,-0.0,-0.0,-0.0
1469,14.0,-0.0,-0.0,-0.0,-0.0
1470,15.0,-0.0,-0.0,-0.0,-0.0
1471,16.0,-0.0,-0.0,-0.0,-0.0
1472,17.0,-0.0,-0.0,-0.0,-0.0
1473,18.0,-0.0,-0.0,-0.0,-0.0
1474,19.0,-0.0,-0.0,-0.0,-0.0
1475,20.0,-0.0,-0.0,-0.0,-0.0
1476,21.0,-0.0,-0.0,-0.0,-0.0
1477,22.0,-0.0,-0.0,-0.0,-0.0
1478,23.0,-0.0,-0.0,-0.0,-0.0
1479,24.0,-0.0,-0.0,-0.0,-0.0
1480,25.0,-0.0,-0.0,-0.0,-0.0
1481,26.0,-0.0,-0.0,-0.0,-0.0
1482,27.0,-0.0,-0.0,-0.0,-0.0
1483,28.0,-0.0,-0.0,-0.0,-0.0
1484,1.0,-0.0,-0.0,-0.0,-0.0
1485,2.0,-0.0,-0.0,-0.0,-0.0
1486,3.0,-0.0,-0.0,-0.0,-0.0
1487,4.0,-0.0,-0.0,-0.0,-0.0
1488,5.0,-0.0,-0.0,-0.0,-0.0
1489,6.0,-0.0,-0.0,-0.0,-0.0
1490,7.0,-0.0,-0.0,-0.0,-0.0
1491,8.0,-0.0,-0.0,-0.0,-0.0
1492,9.0,-0.0,-0.0,-0.0,-0.0
1493,10.0,-0.0,-0.0,-0.0,-0.0
1494,11.0,-0.0,-0.0,-0.0,-0.0
1495,12.0,-0.0,-0.0,-0.0,-0.0
1496,13.0,-0.0,-0.0,-0.0,-0.0
1497,14.0,-0.0,-0.0,-0.0,-0.0
1498,15.0,-0.0,-0.0,-0.0,-0.0
1499,16.0,-0.0,-0.0,-0.0,-0.0
1500,17.0,-0.0,-0.0,-0.0,-0.0
1501,18.0,-0.0,-0.0,-0.0,-0.0
1502,19.0,-0.0,-0.0,-0.0,-0.0
1503,20.0,-0.0,-0.0,-0.0,-0.0
1504,21.0,-0.0,-0.0,-0.0,-0.0
1505,22.0,-0.0,-0.0,-0.0,-0.0
1506,23.0,-0.0,-0.0,-0.0,-0.0
1507,24.0,-0.0,-0.0,-0.0,-0.0
1508,25.0,-0.0,-0.0,-0.0,-0.0
1509,26.0,-0.0,-0.0,-0.0,-0.0
1510,27.0,-0.0,-0.0,-0.0,-0.0
1511,28.0,-0.0,-0.0,-0.0,-0.0
1512,1.0,-0.0,-0.0,-0.0,-0.0
1513,2.0,-0.0,-0.0,-0.0,-0.0
1514,3.0,-0.0,-0.0,-0.0,-0.0
1515,4.0,-0.0,-0.0,-0.0,-0.0
1516,5.0,-0.0,-0.0,-0.0,-0.0
1517,6.0,-0.0,-0.0,-0.0,-0.0
1518,7.0,-0.0,-0.0,-0.0,-0.0
1519,8.0,-0.0,-0.0,-0.0,-0.0
1520,9.0,-0.0,-0.0,-0.0,-0.0
1521,10.0,-0.0,-0.0,-0.0,-0.0
1522,11.0,-0.0,-0.0,-0.0,-0.0
1523,12.0,-0.0,-0.0,-0.0,-0.0
1524,13.0,-0.0,-0.0,-0.0,-0.0
1525,14.0,-0.0,-0.0,-0.0,-0.0
1526,15.0,-0.0,-0.0,-0.0,-0.0
1527,16.0,-0.0,-0.0,-0.0,-0.0
1528,17.0,-0.0,-0.0,-0.0,-0.0
1529,18.0,-0.0,-0.0,-0.0,-0.0
1530,19.0,-0.0,-0.0,-0.0,-0.0
1531,20.0,-0.0,-0.0,-0.0,-0.0
1532,21.0,-0.0,-0.0,-0.0,-0.0
1533,22.0,-0.0,-0.0,-0.0,-0.0
1534,23.0,-0.0,-0.0,-0.0,-0.0
1535,24.0,-0.0,-0.0,-0.0,-0.0
1536,25.0,-0.0,-0.0,-0.0,-0.0
1537,26.0,-0.0,-0.0,-0.0,-0.0
1538,27.0,-0.0,-0.0,-0.0,-0.0
1539,28.0,-0.0,-0.0,-0.0,-0.0
1540,1.0,-0.0,-0.0,-0.0,-0.0
1541,2.0,-0.0,-0.0,-0.0,-0.0
1542,3.0,-0.0,-0.0,-0.0,-0.0
1543,4.0,-0.0,-0.0,-0.0,-0.0
1544,5.0,-0.0,-0.0,-0.0,-0.0
1545,6.0,-0.0,-0.0,-0.0,-0.0
1546,7.0,-0.0,-0.0,-0.0,-0.0
1547,8.0,-0.0,-0.0,-0.0,-0.0
1548,9.0,-0.0,-0.0,-0.0,-0.0
1549,10.0,-0.0,-0.0,-0.0,-0.0
1550,11.0,-0.0,-0.0,-0.0,-0.0
1551,12.0,-0.0,-0.0,-0.0,-0.0
1552,13.0,-0.0,-0.0,-0.0,-0.0
1553,14.0,-0.0,-0.0,-0.0,-0.0
1554,15.0,-0.0,-0.0,-0.0,-0.0
1555,16.0,-0.0,-0.0,-0.0,-0.0
1556,17.0,-0.0,-0.0,-0.0,-0.0
1557,18.0,-0.0,-0.0,-0.0,-0.0
1558,19.0,-0.0,-0.0,-0.0,-0.0
1559,20.0,-0.0,-0.0,-0.0,-0.0
1560,21.0,-0.0,-0.0,-0.0,-0.0
1561,22.0,-0.0,-0.0,-0.0,-0.0
1562,23.0,-0.0,-0.0,-0.0,-0.0
1563,24.0,-0.0,-0.0,-0.0,-0.0
1564,25.0,-0.0,-0.0,-0.0,-0.0
1565,26.0,-0.0,-0.0,-0.0,-0.0
1566,27.0,-0.0,-0.0,-0.0,-0.0
1567,28.0,-0.0,-0.0,-0.0,-0.0
1568,1.0,-0.0,-0.0,-0.0,-0.0
1569,2.0,-0.0,-0.0,-0.0,-0.0
1570,3.0,-0.0,-0.0,-0.0,-0.0
1571,4.0,-0.0,-0.0,-0.0,-0.0
1572,5.0,-0.0,-0.0,-0.0,-0.0
1573,6.0,-0.0,-0.0,-0.0,-0.0
1574,7.0,-0.0,-0.0,-0.0,-0.0
1575,8.0,-0.0,-0.0,-0.0,-0.0
1576,9.0,-0.0,-0.0,-0.0,-0.0
1577,10.0,-0.0,-0.0,-0.0,-0.0
1578,11.0,-0.0,-0.0,-0.0,-0.0
1579,12.0,-0.0,-0.0,-0.0,-0.0
1580,13.0,-0.0,-0.0,-0.0,-0.0
1581,14.0,-0.0,-0.0,-0.0,-0.0
1582,15.0,-0.0,-0.0,-0.0,-0.0
1583,16.0,-0.0,-0.0,-0.0,-0.0
1584,17.0,-0.0,-0.0,-0.0,-0.0
1585,18.0,-0.0,-0.0,-0.0,-0.0
1586,19.0,-0.0,-0.0,-0.0,-0.0
